hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,label
RIGHT,BACK,17.15,0.41,15.21,0.1442,0.2458,0.2716,0.1407,0.3689,88.35,inswing
RIGHT,BACK,20.77,1.0,16.31,0.1563,0.2419,0.2787,0.1426,0.3425,88.81,inswing
RIGHT,BACK,19.63,1.69,16.93,0.1336,0.2361,0.2705,0.1436,0.3301,89.01,inswing
RIGHT,BACK,3.5,16.43,35.77,0.0599,0.356,0.3468,0.1784,0.315,88.77,inswing
RIGHT,BACK,178.27,11.97,32.04,0.562,0.1015,0.6539,0.1152,0.3117,89.79,inswing
RIGHT,BACK,5.69,10.62,28.1,0.1158,0.0546,0.0766,0.0908,0.2265,88.44,inswing
RIGHT,BACK,2.75,14.82,36.16,0.2002,0.0578,0.1901,0.1191,0.183,88.61,inswing
RIGHT,BACK,0.54,18.72,43.8,0.3388,0.0649,0.283,0.1264,0.1781,88.61,inswing
RIGHT,BACK,5.98,12.79,34.47,0.1385,0.0885,0.1701,0.0925,0.2785,88.5,inswing
RIGHT,BACK,8.44,14.46,35.58,0.1845,0.0844,0.2189,0.1169,0.2271,88.45,inswing
RIGHT,BACK,1.58,14.4,35.32,0.2031,0.0497,0.1864,0.0865,0.2555,88.33,inswing
RIGHT,BACK,2.04,15.67,36.78,0.2703,0.0569,0.2257,0.0861,0.2499,88.51,inswing
RIGHT,BACK,2.39,14.17,33.01,0.281,0.0909,0.1908,0.069,0.3039,88.7,inswing
RIGHT,BACK,2.22,16.24,34.18,0.2324,0.0343,0.1982,0.0803,0.2322,88.93,inswing
RIGHT,BACK,0.61,13.1,32.04,0.1812,0.0625,0.1401,0.0661,0.3216,89.33,inswing
RIGHT,BACK,0.52,12.45,32.41,0.1146,0.0387,0.1393,0.0733,0.3088,89.82,inswing
RIGHT,BACK,0.8,13.13,31.98,0.281,0.1061,0.3183,0.0615,0.3651,89.56,inswing
RIGHT,BACK,20.37,29.26,41.47,0.0622,0.1681,0.23,0.3164,0.3981,85.89,inswing
RIGHT,BACK,4.01,11.27,32.22,0.0549,0.1161,0.1647,0.1535,0.2861,87.34,inswing
RIGHT,BACK,1.96,13.62,32.68,0.0761,0.1007,0.1636,0.1373,0.2293,86.48,inswing
RIGHT,BACK,2.09,15.2,37.4,0.0379,0.1192,0.1533,0.1346,0.2387,85.75,inswing
RIGHT,BACK,2.88,16.27,37.28,0.0538,0.0971,0.1509,0.1376,0.2276,85.85,inswing
RIGHT,BACK,4.35,18.23,37.2,0.0564,0.0984,0.1531,0.1321,0.2,85.7,inswing
RIGHT,BACK,2.94,16.77,37.7,0.0321,0.1479,0.1439,0.1201,0.2167,85.65,inswing
RIGHT,BACK,2.69,16.21,37.91,0.0294,0.1085,0.1364,0.1252,0.2153,85.51,inswing
RIGHT,BACK,1.54,15.62,37.95,0.0527,0.1142,0.1612,0.1342,0.2295,85.53,inswing
RIGHT,BACK,1.53,16.03,37.59,0.0599,0.2143,0.2742,0.2595,0.1869,85.66,inswing
RIGHT,BACK,1.57,16.85,37.26,0.0723,0.1014,0.1728,0.1392,0.2091,85.64,inswing
RIGHT,BACK,2.9,18.01,38.06,0.037,0.1325,0.1685,0.13,0.2278,85.91,inswing
RIGHT,BACK,1.88,18.93,41.5,0.0955,0.0784,0.1705,0.1367,0.211,85.49,inswing
RIGHT,BACK,4.76,20.58,41.34,0.0651,0.1951,0.2483,0.2251,0.1751,84.96,inswing
RIGHT,BACK,3.73,19.13,40.16,0.0749,0.0746,0.1439,0.118,0.2059,84.48,inswing
RIGHT,BACK,5.75,20.5,41.46,0.0541,0.1,0.1442,0.1095,0.2145,84.95,inswing
RIGHT,BACK,4.5,19.74,40.46,0.027,0.146,0.1709,0.1529,0.2055,85.46,inswing
RIGHT,BACK,4.96,18.61,38.35,0.0416,0.117,0.1479,0.1251,0.2191,85.53,inswing
RIGHT,BACK,5.5,18.2,40.49,0.0682,0.1223,0.1686,0.1428,0.2106,85.38,inswing
RIGHT,BACK,6.59,20.33,40.96,0.0839,0.0673,0.1385,0.1073,0.2,85.24,inswing
RIGHT,BACK,7.55,21.83,40.52,0.095,0.0799,0.1564,0.133,0.1826,84.98,inswing
RIGHT,BACK,6.69,20.86,41.66,0.0994,0.0575,0.1477,0.1195,0.1968,84.76,inswing
RIGHT,BACK,7.36,20.54,38.51,0.1001,0.0527,0.1439,0.114,0.1904,84.94,inswing
RIGHT,BACK,4.94,19.47,39.08,0.0642,0.0628,0.127,0.108,0.1937,85.94,inswing
RIGHT,BACK,4.31,19.05,39.21,0.0969,0.065,0.1485,0.1287,0.2127,85.68,inswing
RIGHT,BACK,5.98,20.91,39.76,0.0722,0.1428,0.1416,0.1097,0.1992,86.12,inswing
RIGHT,BACK,5.33,19.38,38.67,0.0819,0.1184,0.1684,0.1459,0.2065,85.8,inswing
RIGHT,BACK,5.78,21.15,41.51,0.0823,0.1167,0.1606,0.1339,0.2018,86.03,inswing
RIGHT,BACK,6.08,21.7,41.66,0.0712,0.1448,0.1726,0.1462,0.1928,85.65,inswing
RIGHT,BACK,8.07,21.78,43.22,0.0712,0.1712,0.1838,0.1451,0.1971,85.79,inswing
RIGHT,BACK,5.22,20.75,42.28,0.0751,0.1857,0.1608,0.1354,0.2059,85.63,inswing
RIGHT,BACK,2.43,18.66,43.26,0.0869,0.1268,0.2029,0.1715,0.2124,85.45,inswing
RIGHT,BACK,2.7,19.04,42.03,0.116,0.0592,0.1722,0.1277,0.2307,85.46,inswing
RIGHT,BACK,4.21,18.99,40.55,0.0719,0.1014,0.151,0.1184,0.214,85.77,inswing
RIGHT,BACK,5.11,19.56,41.27,0.1304,0.1241,0.1615,0.1281,0.2171,86.03,inswing
RIGHT,BACK,4.81,19.38,40.66,0.1188,0.1036,0.1421,0.1127,0.219,86.26,inswing
RIGHT,BACK,4.87,18.99,39.28,0.1064,0.1151,0.1414,0.1232,0.224,86.81,inswing
RIGHT,BACK,2.74,18.55,46.91,0.1147,0.1117,0.184,0.1706,0.1981,87.96,inswing
RIGHT,BACK,1.56,15.24,50.92,0.1821,0.1038,0.1545,0.1036,0.2638,87.92,inswing
RIGHT,BACK,2.02,12.74,50.37,0.1568,0.1047,0.1889,0.1389,0.2614,88.16,inswing
RIGHT,BACK,0.47,13.26,46.21,0.1482,0.0344,0.1633,0.1433,0.2548,87.83,inswing
RIGHT,BACK,2.46,14.61,49.5,0.1286,0.124,0.1937,0.1553,0.2532,87.71,inswing
RIGHT,BACK,2.44,15.56,45.04,0.1246,0.1129,0.1808,0.1523,0.2314,88.36,inswing
RIGHT,BACK,0.42,14.92,45.11,0.1229,0.1032,0.1515,0.1192,0.246,88.5,inswing
RIGHT,BACK,1.73,11.89,30.68,0.1526,0.1636,0.1782,0.1043,0.2516,89.21,inswing
RIGHT,BACK,0.53,14.62,36.54,0.1636,0.1802,0.2363,0.1846,0.2158,88.79,inswing
RIGHT,BACK,2.13,14.3,31.71,0.1177,0.1497,0.1747,0.1105,0.2476,89.13,inswing
RIGHT,BACK,1.19,13.83,37.61,0.1289,0.1088,0.1568,0.1001,0.2587,88.87,inswing
RIGHT,BACK,1.17,14.69,42.16,0.1303,0.1198,0.1611,0.1163,0.2506,88.66,inswing
RIGHT,BACK,0.31,14.06,33.62,0.1387,0.1425,0.179,0.1138,0.263,88.8,inswing
RIGHT,BACK,2.54,11.9,34.42,0.1312,0.173,0.1679,0.127,0.2523,88.89,inswing
RIGHT,BACK,3.68,12.88,31.95,0.1806,0.1405,0.1971,0.1355,0.2533,89.04,inswing
RIGHT,BACK,2.41,14.7,38.43,0.0978,0.1112,0.1504,0.1123,0.253,88.44,inswing
RIGHT,BACK,3.33,11.41,39.46,0.0802,0.0649,0.1443,0.1143,0.2374,88.89,inswing
RIGHT,BACK,4.16,11.6,31.76,0.0949,0.1997,0.1507,0.089,0.2398,89.77,inswing
RIGHT,BACK,140.79,71.54,76.41,0.4013,0.1469,0.5384,0.303,0.3845,76.62,inswing
RIGHT,BACK,139.99,79.08,77.97,0.3762,0.1673,0.5258,0.3189,0.3552,77.19,inswing
RIGHT,BACK,138.47,85.79,70.28,0.3556,0.1675,0.5091,0.3837,0.3639,77.05,inswing
RIGHT,BACK,125.52,84.17,75.34,0.3395,0.1395,0.4715,0.3616,0.3516,76.97,inswing
RIGHT,BACK,133.19,87.9,75.66,0.3528,0.1529,0.4869,0.3674,0.3259,77.35,inswing
RIGHT,BACK,125.09,73.27,75.19,0.3474,0.123,0.4688,0.2798,0.3666,77.55,inswing
RIGHT,BACK,136.54,81.09,73.55,0.3602,0.134,0.4896,0.3474,0.3666,76.9,inswing
RIGHT,BACK,123.39,74.99,77.07,0.3466,0.118,0.4575,0.2799,0.3614,77.06,inswing
RIGHT,BACK,81.51,55.0,67.57,0.2499,0.1731,0.4172,0.363,0.3899,81.32,inswing
RIGHT,BACK,121.51,109.1,86.73,0.2949,0.1894,0.4771,0.5113,0.3059,78.59,inswing
RIGHT,BACK,111.82,102.21,81.58,0.2783,0.1851,0.4507,0.4762,0.2849,77.35,inswing
RIGHT,BACK,107.95,96.28,75.18,0.272,0.1049,0.3358,0.3331,0.3238,77.7,inswing
RIGHT,BACK,96.97,90.1,76.11,0.2551,0.0891,0.3166,0.3213,0.3308,77.0,inswing
RIGHT,BACK,103.03,92.48,75.58,0.2539,0.1849,0.4339,0.4372,0.3095,77.72,inswing
RIGHT,BACK,57.44,26.61,15.72,0.2155,0.0908,0.1697,0.0716,0.5031,79.41,inswing
RIGHT,BACK,58.4,27.79,20.61,0.2695,0.128,0.2028,0.0782,0.5044,80.0,inswing
RIGHT,BACK,36.89,24.54,20.31,0.176,0.1122,0.1394,0.0328,0.5351,80.28,inswing
RIGHT,BACK,44.2,34.6,14.75,0.1732,0.0904,0.1125,0.1232,0.4993,79.33,inswing
RIGHT,BACK,62.64,63.06,15.32,0.1864,0.0652,0.1212,0.2317,0.539,78.91,inswing
RIGHT,BACK,84.27,61.92,16.26,0.253,0.0798,0.2358,0.199,0.504,79.61,inswing
RIGHT,BACK,44.1,19.18,13.71,0.1719,0.096,0.1634,0.0141,0.5179,80.66,inswing
RIGHT,BACK,50.11,24.0,13.64,0.1437,0.0421,0.1787,0.0641,0.4744,80.07,inswing
RIGHT,BACK,62.83,41.9,14.09,0.1723,0.051,0.2133,0.1484,0.4896,79.76,inswing
RIGHT,BACK,43.49,22.29,11.78,0.1436,0.0339,0.1619,0.0427,0.477,79.21,inswing
RIGHT,BACK,48.71,26.82,17.79,0.1192,0.0566,0.1606,0.0406,0.5114,79.82,inswing
RIGHT,BACK,65.25,29.37,25.83,0.2172,0.115,0.1593,0.0636,0.5437,79.99,inswing
RIGHT,BACK,49.91,23.91,22.62,0.1519,0.0923,0.1386,0.0357,0.5367,80.13,inswing
RIGHT,BACK,45.37,25.4,16.94,0.1024,0.0811,0.1808,0.0471,0.4645,79.68,inswing
RIGHT,BACK,40.39,20.92,16.12,0.1389,0.0244,0.1165,0.0401,0.5126,79.98,inswing
RIGHT,BACK,44.27,22.39,16.7,0.1443,0.0108,0.151,0.027,0.4993,80.2,inswing
RIGHT,BACK,40.46,18.45,15.32,0.1427,0.0284,0.1567,0.0126,0.4825,80.53,inswing
RIGHT,BACK,39.59,17.72,11.68,0.1534,0.0436,0.1168,0.0187,0.4629,79.97,inswing
RIGHT,BACK,58.83,47.92,14.09,0.1331,0.0408,0.1725,0.1989,0.4595,79.7,inswing
RIGHT,BACK,46.18,25.83,12.56,0.1165,0.06,0.1764,0.0655,0.4632,80.13,inswing
RIGHT,BACK,42.04,19.59,13.9,0.1363,0.0454,0.1005,0.0496,0.4867,80.29,inswing
RIGHT,BACK,10.35,8.96,30.26,0.1729,0.1043,0.2653,0.3198,0.2301,84.18,inswing
RIGHT,BACK,0.57,10.66,31.98,0.1928,0.0992,0.2779,0.2772,0.2163,84.4,inswing
RIGHT,BACK,81.45,7.84,32.31,0.2839,0.1087,0.3925,0.4463,0.2304,84.46,inswing
RIGHT,BACK,151.77,1.93,35.92,0.3428,0.1493,0.4674,0.3831,0.2256,85.03,inswing
RIGHT,BACK,54.27,16.77,43.19,0.285,0.129,0.3883,0.3015,0.2405,85.41,inswing
RIGHT,BACK,119.58,89.15,82.65,0.3001,0.1767,0.4671,0.4369,0.3275,88.3,inswing
RIGHT,BACK,120.14,89.38,74.68,0.3267,0.1484,0.4681,0.4237,0.3063,87.7,inswing
RIGHT,BACK,155.3,114.8,74.73,0.4705,0.1316,0.5996,0.5228,0.3171,87.41,inswing
RIGHT,BACK,157.37,114.75,75.42,0.4704,0.1638,0.6296,0.5384,0.324,87.44,inswing
RIGHT,BACK,147.82,100.68,80.24,0.4551,0.1414,0.5807,0.4753,0.2895,88.27,inswing
RIGHT,BACK,128.42,117.73,115.83,0.3395,0.1776,0.4541,0.4605,0.297,87.04,inswing
RIGHT,BACK,123.68,112.28,108.94,0.3374,0.1498,0.4427,0.441,0.2946,87.18,inswing
RIGHT,BACK,129.3,115.74,101.9,0.3379,0.156,0.4767,0.476,0.3101,87.07,inswing
RIGHT,BACK,125.57,108.68,103.04,0.3192,0.1554,0.4656,0.4634,0.3399,88.28,inswing
RIGHT,BACK,133.71,110.28,108.17,0.3758,0.1584,0.5039,0.4716,0.3411,88.5,inswing
RIGHT,BACK,135.49,117.17,105.52,0.3963,0.1757,0.5474,0.545,0.3122,89.54,inswing
RIGHT,BACK,138.2,117.24,101.98,0.3966,0.1788,0.5579,0.5502,0.2943,88.9,inswing
RIGHT,BACK,142.13,120.66,104.65,0.4269,0.1772,0.5843,0.5794,0.3306,88.85,inswing
RIGHT,BACK,139.28,120.8,111.8,0.4131,0.1725,0.5669,0.5694,0.3552,88.96,inswing
RIGHT,BACK,135.2,116.11,102.75,0.3958,0.1787,0.5514,0.5515,0.3125,88.27,inswing
RIGHT,BACK,140.53,116.85,103.63,0.4345,0.1737,0.5746,0.5528,0.3202,88.5,inswing
RIGHT,BACK,141.2,118.7,100.86,0.4151,0.1857,0.5754,0.564,0.3206,87.7,inswing
RIGHT,BACK,2.91,18.62,37.37,0.2057,0.2214,0.3289,0.2171,0.2672,87.69,inswing
RIGHT,BACK,8.35,21.88,43.16,0.2318,0.2039,0.3286,0.1877,0.2948,87.97,inswing
RIGHT,BACK,22.04,30.17,54.22,0.2407,0.2054,0.3337,0.198,0.3203,88.0,inswing
RIGHT,BACK,2.97,22.88,51.26,0.1337,0.1954,0.1982,0.1043,0.3055,88.16,inswing
RIGHT,BACK,4.81,22.06,51.05,0.1325,0.2057,0.1946,0.0943,0.3296,87.91,inswing
RIGHT,BACK,8.24,22.64,43.48,0.1217,0.2011,0.2124,0.0896,0.3025,87.77,inswing
RIGHT,BACK,92.3,25.78,44.47,0.2813,0.2059,0.4109,0.1861,0.2482,87.82,inswing
RIGHT,BACK,33.3,21.11,40.89,0.266,0.1594,0.3438,0.1596,0.2146,87.64,inswing
RIGHT,BACK,30.24,34.41,17.73,0.2201,0.2748,0.2911,0.5349,0.2679,81.44,inswing
RIGHT,BACK,10.55,7.14,29.85,0.1571,0.2575,0.314,0.1742,0.3482,85.77,inswing
RIGHT,BACK,11.83,4.69,27.44,0.1257,0.2933,0.3257,0.1796,0.3434,85.46,inswing
RIGHT,BACK,7.96,7.84,30.95,0.0933,0.0296,0.1227,0.102,0.2558,85.36,inswing
RIGHT,BACK,154.35,25.8,38.76,0.3791,0.1065,0.4573,0.2917,0.3011,89.13,inswing
RIGHT,BACK,120.99,28.02,35.71,0.2561,0.1038,0.312,0.2193,0.3187,88.14,inswing
RIGHT,BACK,124.14,164.8,32.11,0.2827,0.109,0.2641,0.2926,0.3796,87.42,inswing
RIGHT,BACK,142.36,163.01,31.86,0.3571,0.0821,0.2752,0.2891,0.4018,87.27,inswing
RIGHT,BACK,94.54,1.11,25.05,0.3387,0.096,0.2458,0.2249,0.4006,86.77,inswing
RIGHT,BACK,31.4,170.31,20.25,0.2795,0.0679,0.2117,0.6246,0.3945,85.57,inswing
RIGHT,BACK,33.95,162.5,28.76,0.2955,0.0623,0.2355,0.4225,0.3856,85.61,inswing
RIGHT,BACK,26.48,129.07,24.52,0.288,0.0871,0.2098,0.2844,0.4146,85.13,inswing
RIGHT,BACK,39.2,166.18,21.01,0.2924,0.0838,0.2091,0.6322,0.4392,84.79,inswing
RIGHT,BACK,61.98,168.67,20.35,0.2995,0.0715,0.2281,0.7489,0.4741,84.62,inswing
RIGHT,BACK,120.73,166.86,18.88,0.3468,0.0971,0.2525,0.6516,0.4863,84.5,inswing
RIGHT,BACK,85.73,158.64,14.26,0.3176,0.0903,0.2414,0.4459,0.4619,84.53,inswing
RIGHT,BACK,117.94,151.69,14.76,0.3632,0.0936,0.2706,0.3672,0.4412,84.22,inswing
RIGHT,BACK,109.48,112.07,13.08,0.3667,0.1088,0.2634,0.2216,0.4642,84.67,inswing
RIGHT,BACK,135.42,125.97,15.23,0.4249,0.1373,0.2906,0.2178,0.4908,85.24,inswing
RIGHT,BACK,139.76,156.2,12.93,0.395,0.0665,0.3347,0.2872,0.5242,84.03,inswing
RIGHT,BACK,121.93,149.71,15.01,0.3642,0.0475,0.3168,0.2941,0.5578,83.5,inswing
RIGHT,BACK,132.74,135.74,11.84,0.3933,0.1092,0.2869,0.2527,0.4908,84.35,inswing
RIGHT,BACK,134.24,135.97,11.59,0.4024,0.1151,0.2877,0.2524,0.49,84.26,inswing
RIGHT,BACK,125.43,155.82,14.37,0.3621,0.0401,0.3234,0.3213,0.5656,83.39,inswing
RIGHT,BACK,119.41,122.54,13.31,0.3842,0.1093,0.2757,0.2085,0.4886,84.17,inswing
RIGHT,BACK,122.44,128.37,13.29,0.3883,0.0995,0.2888,0.225,0.4757,84.19,inswing
RIGHT,BACK,133.04,141.84,13.71,0.4027,0.0968,0.3074,0.2485,0.471,84.1,inswing
RIGHT,BACK,131.97,130.81,11.54,0.4032,0.098,0.3055,0.217,0.4993,84.53,inswing
RIGHT,BACK,128.64,144.01,14.06,0.3943,0.0569,0.3374,0.2596,0.4953,83.69,inswing
RIGHT,BACK,142.01,146.53,13.13,0.431,0.0939,0.3381,0.2668,0.4594,83.86,inswing
RIGHT,BACK,132.75,148.67,12.44,0.4113,0.1006,0.3161,0.2761,0.4794,83.97,inswing
RIGHT,BACK,115.07,125.39,12.34,0.3774,0.096,0.2828,0.2362,0.477,84.19,inswing
RIGHT,BACK,119.87,123.58,11.22,0.387,0.1069,0.2832,0.2319,0.4756,84.5,inswing
RIGHT,BACK,120.46,143.26,13.49,0.376,0.1076,0.2716,0.2583,0.4609,84.74,inswing
RIGHT,BACK,163.41,119.6,66.06,0.3393,0.1092,0.4042,0.384,0.3748,80.3,inswing
RIGHT,BACK,163.65,117.73,64.23,0.3746,0.0891,0.4019,0.3598,0.3837,80.63,inswing
RIGHT,BACK,166.74,125.36,64.37,0.3965,0.1053,0.4708,0.439,0.4043,79.9,inswing
RIGHT,BACK,165.11,124.32,64.91,0.4129,0.0647,0.4632,0.4441,0.4013,80.07,inswing
RIGHT,BACK,164.25,121.48,65.89,0.3798,0.0835,0.4507,0.4384,0.3601,80.35,inswing
RIGHT,BACK,159.23,124.99,65.9,0.3581,0.0794,0.4002,0.3971,0.3656,80.81,inswing
RIGHT,BACK,164.02,124.0,65.13,0.3526,0.11,0.4396,0.4316,0.37,81.1,inswing
RIGHT,BACK,71.25,76.18,83.46,0.1252,0.1235,0.2474,0.2069,0.3097,80.45,inswing
RIGHT,BACK,79.17,88.62,96.01,0.1718,0.1463,0.317,0.2969,0.3237,80.43,inswing
RIGHT,BACK,92.16,90.01,93.49,0.2173,0.1505,0.3568,0.3066,0.3245,80.83,inswing
RIGHT,BACK,161.08,152.48,76.58,0.315,0.3207,0.5356,0.6754,0.5728,71.71,outswing
RIGHT,BACK,160.34,150.17,80.8,0.3351,0.3045,0.5572,0.6162,0.5711,72.61,outswing
RIGHT,BACK,159.91,152.21,77.27,0.3696,0.2795,0.5822,0.6665,0.5931,71.81,outswing
RIGHT,BACK,165.69,154.27,74.45,0.4046,0.2672,0.5894,0.6562,0.5837,73.27,outswing
RIGHT,BACK,164.86,153.26,72.29,0.3996,0.2662,0.5599,0.6412,0.6304,73.11,outswing
RIGHT,BACK,173.14,149.89,46.76,0.3934,0.2953,0.5223,0.4623,0.6675,70.96,outswing
RIGHT,BACK,169.9,148.98,40.17,0.3834,0.2847,0.5222,0.4704,0.6816,71.85,outswing
RIGHT,BACK,172.31,151.15,42.51,0.3854,0.4453,0.6486,0.536,0.533,71.48,outswing
RIGHT,BACK,176.37,152.14,43.98,0.4065,0.3798,0.6394,0.5446,0.5523,72.35,outswing
RIGHT,BACK,175.84,155.3,39.89,0.4298,0.3223,0.6344,0.5439,0.5779,73.07,outswing
RIGHT,BACK,175.35,143.22,14.76,0.3404,0.1665,0.4367,0.3261,0.5153,73.81,outswing
RIGHT,BACK,177.39,144.43,16.11,0.2823,0.2272,0.4435,0.3506,0.5112,73.61,outswing
RIGHT,BACK,173.83,168.46,19.73,0.4573,0.0345,0.4623,0.3573,0.4825,73.75,outswing
RIGHT,BACK,167.25,174.02,16.2,0.3651,0.0943,0.4339,0.3391,0.4826,75.18,outswing
RIGHT,BACK,162.61,175.65,16.21,0.3771,0.0619,0.4229,0.3387,0.4644,75.32,outswing
RIGHT,BACK,153.65,167.71,16.42,0.3656,0.0564,0.4086,0.3355,0.4631,75.56,outswing
RIGHT,BACK,167.11,130.4,42.68,0.3537,0.1797,0.4099,0.386,0.6997,63.12,outswing
RIGHT,BACK,174.75,142.41,28.35,0.3963,0.1244,0.4636,0.3537,0.5413,70.5,outswing
RIGHT,BACK,173.52,131.7,30.3,0.3158,0.1832,0.4301,0.3263,0.4885,71.42,outswing
RIGHT,BACK,175.97,145.6,35.87,0.33,0.3001,0.4862,0.3893,0.577,59.99,outswing
RIGHT,BACK,164.19,147.14,23.11,0.4986,0.0401,0.4849,0.3543,0.5009,64.86,outswing
RIGHT,BACK,166.09,158.7,28.36,0.4013,0.1107,0.4855,0.3836,0.4809,65.32,outswing
RIGHT,BACK,144.08,154.22,13.61,0.411,0.0444,0.4455,0.3822,0.4779,65.8,outswing
RIGHT,BACK,112.29,7.89,17.7,0.3539,0.07,0.4216,0.301,0.5474,64.18,outswing
RIGHT,BACK,165.67,97.14,14.7,0.4326,0.0887,0.4992,0.3628,0.6481,64.56,outswing
RIGHT,BACK,169.54,159.32,15.69,0.5542,0.0626,0.4923,0.3638,0.5622,64.73,outswing
RIGHT,BACK,166.72,147.08,14.38,0.5274,0.0777,0.462,0.331,0.5594,64.19,outswing
RIGHT,BACK,156.9,30.7,20.51,0.5184,0.1195,0.4333,0.3083,0.4874,64.27,outswing
RIGHT,BACK,128.03,16.11,22.53,0.4403,0.0981,0.3849,0.2679,0.4759,63.95,outswing
RIGHT,BACK,154.68,39.3,24.1,0.4611,0.0836,0.4177,0.2975,0.4759,63.88,outswing
RIGHT,BACK,158.31,43.81,10.93,0.541,0.1538,0.414,0.308,0.581,64.4,outswing
RIGHT,BACK,121.48,5.95,15.85,0.4136,0.0652,0.3668,0.2521,0.5226,64.25,outswing
RIGHT,BACK,155.51,165.85,13.31,0.5479,0.1744,0.4435,0.4401,0.6411,68.15,outswing
RIGHT,BACK,157.93,174.39,10.59,0.544,0.1623,0.4422,0.4462,0.64,68.67,outswing
RIGHT,BACK,157.04,173.12,9.07,0.5349,0.1473,0.4415,0.4418,0.6267,68.48,outswing
RIGHT,BACK,155.65,174.05,12.04,0.5277,0.153,0.4352,0.4382,0.6307,68.89,outswing
RIGHT,BACK,144.26,166.55,12.47,0.4584,0.1504,0.5069,0.451,0.7009,72.72,outswing
RIGHT,BACK,144.88,167.62,12.19,0.4625,0.1144,0.4943,0.4204,0.7274,72.62,outswing
RIGHT,BACK,144.75,169.45,8.11,0.4713,0.2189,0.5155,0.4996,0.7109,71.92,outswing
RIGHT,BACK,163.25,165.08,22.4,0.625,0.1318,0.4976,0.372,0.477,63.48,outswing
RIGHT,BACK,163.29,159.96,24.02,0.5626,0.0937,0.4728,0.3679,0.4636,63.84,outswing
RIGHT,BACK,69.3,103.42,63.15,0.2591,0.1076,0.249,0.3601,0.6477,53.0,outswing
RIGHT,BACK,39.78,73.27,60.11,0.1711,0.1416,0.1831,0.299,0.6206,53.18,outswing
RIGHT,BACK,111.47,108.1,116.27,0.3359,0.211,0.4462,0.3776,0.3643,43.31,outswing
RIGHT,BACK,112.78,111.91,111.64,0.3423,0.2205,0.4472,0.4028,0.3573,45.09,outswing
RIGHT,BACK,109.17,109.14,114.19,0.3363,0.1844,0.4523,0.3989,0.3607,45.84,outswing
RIGHT,BACK,166.76,170.08,30.25,0.3637,0.1909,0.5003,0.4661,0.4791,73.73,outswing
RIGHT,BACK,174.74,162.0,57.74,0.3751,0.4224,0.6545,0.7145,0.6174,63.69,outswing
RIGHT,BACK,172.67,158.3,61.91,0.4033,0.3998,0.6402,0.6706,0.5982,60.94,outswing
RIGHT,BACK,171.71,159.62,63.26,0.3282,0.3694,0.5867,0.6541,0.6036,62.33,outswing
RIGHT,BACK,174.79,160.51,63.11,0.3133,0.349,0.5963,0.6859,0.5979,63.43,outswing
RIGHT,BACK,176.52,161.88,55.69,0.2571,0.399,0.5744,0.6385,0.6406,64.07,outswing
RIGHT,BACK,178.29,162.52,59.3,0.2979,0.3687,0.5764,0.6192,0.6294,65.28,outswing
RIGHT,BACK,139.96,162.02,1.0,0.4571,0.1497,0.4637,0.4968,0.6774,82.64,outswing
RIGHT,BACK,140.14,162.15,0.52,0.4736,0.1627,0.4601,0.499,0.7072,82.82,outswing
RIGHT,BACK,139.66,161.62,2.53,0.4381,0.172,0.4478,0.4837,0.6789,82.91,outswing
RIGHT,BACK,139.74,161.96,6.42,0.4206,0.1993,0.4435,0.5011,0.7232,82.48,outswing
RIGHT,BACK,141.07,161.97,6.93,0.4116,0.191,0.4424,0.4789,0.7203,82.24,outswing
RIGHT,BACK,142.61,163.41,3.83,0.4254,0.2164,0.4589,0.486,0.7144,83.12,outswing
RIGHT,BACK,140.65,161.2,7.87,0.3998,0.2163,0.4533,0.4773,0.7235,83.02,outswing
RIGHT,BACK,140.34,160.85,8.44,0.397,0.191,0.4272,0.4534,0.7321,83.1,outswing
RIGHT,BACK,142.19,163.28,5.75,0.4064,0.2211,0.4436,0.4659,0.7306,82.54,outswing
RIGHT,BACK,142.21,162.87,6.82,0.395,0.221,0.4363,0.4559,0.7315,82.88,outswing
RIGHT,BACK,142.73,163.62,5.22,0.4037,0.2464,0.4563,0.4786,0.7146,82.95,outswing
RIGHT,BACK,143.04,167.55,0.76,0.4035,0.2245,0.4375,0.4753,0.7117,82.55,outswing
RIGHT,BACK,140.43,165.24,2.56,0.4196,0.1983,0.4373,0.4631,0.6772,81.74,outswing
RIGHT,BACK,147.48,173.47,6.92,0.4121,0.2303,0.4575,0.5456,0.7226,80.26,outswing
RIGHT,BACK,155.54,174.93,13.88,0.4036,0.133,0.4828,0.5405,0.6754,80.58,outswing
RIGHT,BACK,170.26,169.03,41.61,0.4161,0.1146,0.5096,0.5143,0.5207,66.59,outswing
RIGHT,BACK,112.56,108.32,114.05,0.5177,0.3117,0.4389,0.3657,0.3615,49.51,outswing
RIGHT,BACK,117.82,114.48,118.37,0.4604,0.2366,0.455,0.4138,0.3604,49.61,outswing
RIGHT,BACK,117.38,113.08,119.93,0.4629,0.2699,0.4393,0.3987,0.3492,50.1,outswing
RIGHT,BACK,117.76,111.87,117.26,0.5118,0.2793,0.4474,0.3997,0.3531,49.94,outswing
RIGHT,BACK,105.97,114.73,126.17,0.2954,0.2384,0.3996,0.3602,0.3064,56.06,outswing
