hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,label
RIGHT,BACK,46.68,32.08,34.98,0.243,0.2918,0.3467,0.3207,0.3639,87.03,seam_grip
RIGHT,BACK,23.33,53.51,38.25,0.1729,0.2955,0.3104,0.3544,0.3499,87.38,seam_grip
RIGHT,BACK,18.73,22.73,38.95,0.1694,0.2451,0.1965,0.2939,0.3651,86.89,seam_grip
RIGHT,BACK,12.4,5.3,38.22,0.1392,0.2117,0.1332,0.1666,0.3188,87.18,seam_grip
RIGHT,BACK,14.64,2.24,27.39,0.1623,0.2103,0.1567,0.1644,0.3554,87.08,seam_grip
RIGHT,BACK,133.49,142.3,35.22,0.4006,0.1544,0.5254,0.4618,0.688,65.46,seam_grip
RIGHT,BACK,136.9,149.77,35.52,0.4243,0.099,0.5039,0.4697,0.6134,69.94,seam_grip
RIGHT,BACK,154.2,165.99,6.09,0.4304,0.1499,0.5031,0.5529,0.8056,81.14,seam_grip
RIGHT,BACK,154.28,165.83,6.84,0.4592,0.1993,0.4786,0.5202,0.8379,80.67,seam_grip
RIGHT,BACK,164.21,146.21,35.26,0.4653,0.2864,0.6656,0.6024,0.5553,85.99,seam_grip
RIGHT,BACK,162.31,144.25,38.94,0.4823,0.2954,0.6701,0.6129,0.553,84.97,seam_grip
RIGHT,BACK,164.52,150.96,36.41,0.3635,0.3446,0.6321,0.6129,0.5415,87.06,seam_grip
RIGHT,BACK,109.17,118.92,17.22,0.2087,0.3671,0.3747,0.442,0.5069,88.83,seam_grip
RIGHT,BACK,0.78,34.94,13.57,0.1682,0.3406,0.2457,0.3309,0.5232,88.85,seam_grip
RIGHT,BACK,175.05,159.37,27.17,0.5357,0.3172,0.7171,0.555,0.5398,84.95,seam_grip
RIGHT,BACK,176.88,163.47,25.47,0.5543,0.3102,0.7275,0.5747,0.5417,86.56,seam_grip
RIGHT,BACK,176.95,163.84,25.33,0.5446,0.3456,0.7393,0.5969,0.5551,87.11,seam_grip
RIGHT,BACK,177.03,162.99,25.48,0.4883,0.3661,0.7289,0.5575,0.5566,86.31,seam_grip
RIGHT,BACK,179.78,166.75,26.16,0.4822,0.3456,0.6819,0.5711,0.5661,86.19,seam_grip
RIGHT,BACK,178.15,164.68,27.23,0.4751,0.3609,0.7024,0.5715,0.5574,85.98,seam_grip
RIGHT,BACK,33.72,17.85,0.87,0.1823,0.2399,0.1724,0.1561,0.6326,87.96,seam_grip
RIGHT,BACK,25.77,13.5,2.17,0.1816,0.2107,0.0611,0.1836,0.5733,88.03,seam_grip
RIGHT,BACK,23.21,5.09,23.19,0.0895,0.0919,0.0724,0.0936,0.3807,85.85,seam_grip
RIGHT,BACK,41.18,9.76,25.48,0.1735,0.1165,0.1876,0.0822,0.3723,86.82,seam_grip
RIGHT,BACK,29.18,9.29,7.05,0.1891,0.2473,0.0588,0.1703,0.5388,89.98,seam_grip
RIGHT,BACK,39.25,12.58,1.92,0.2815,0.2874,0.0114,0.1877,0.5873,89.88,seam_grip
RIGHT,BACK,24.77,36.14,49.47,0.118,0.2036,0.282,0.3204,0.3834,82.9,seam_grip
RIGHT,BACK,31.42,36.67,50.58,0.1447,0.2105,0.325,0.3305,0.3948,82.2,seam_grip
RIGHT,BACK,15.74,30.94,44.47,0.1299,0.2172,0.2895,0.3183,0.3965,83.8,seam_grip
RIGHT,BACK,10.59,26.95,39.33,0.1797,0.2336,0.0785,0.1479,0.3257,83.87,seam_grip
RIGHT,BACK,10.34,26.27,39.89,0.1637,0.2484,0.0878,0.1027,0.2887,83.99,seam_grip
RIGHT,BACK,21.8,13.45,2.94,0.2059,0.1898,0.0369,0.1465,0.4431,82.92,seam_grip
RIGHT,BACK,165.32,166.97,19.94,0.5776,0.0694,0.5897,0.3336,0.5443,87.02,seam_grip
RIGHT,BACK,171.44,168.11,19.42,0.6365,0.1213,0.7059,0.3795,0.5468,87.14,seam_grip
RIGHT,BACK,171.29,178.97,24.89,0.5216,0.1424,0.6267,0.4656,0.516,86.25,seam_grip
RIGHT,BACK,126.77,112.74,15.77,0.4979,0.1232,0.388,0.2709,0.6322,86.65,seam_grip
RIGHT,BACK,133.64,131.01,15.09,0.5477,0.1308,0.4219,0.3421,0.6273,86.37,seam_grip
RIGHT,BACK,132.64,125.7,13.92,0.5511,0.1412,0.4281,0.3072,0.6427,85.91,seam_grip
RIGHT,BACK,140.28,131.35,16.2,0.5845,0.1191,0.4693,0.3266,0.6411,86.17,seam_grip
RIGHT,BACK,123.69,99.65,17.19,0.5147,0.1824,0.3439,0.2187,0.6717,87.06,seam_grip
RIGHT,BACK,159.32,166.98,8.91,0.8117,0.3012,0.5291,0.4663,0.6282,89.92,seam_grip
RIGHT,BACK,152.48,145.91,5.65,0.7635,0.3052,0.4715,0.3364,0.6252,89.88,seam_grip
RIGHT,BACK,159.04,178.97,34.69,0.6097,0.0246,0.6212,0.503,0.3873,88.3,seam_grip
RIGHT,BACK,163.87,175.02,27.93,0.5228,0.1185,0.5766,0.483,0.4932,86.74,seam_grip
RIGHT,BACK,176.61,162.0,34.77,0.4389,0.317,0.6315,0.5741,0.4856,85.73,seam_grip
RIGHT,BACK,177.32,155.45,39.0,0.4243,0.3201,0.6279,0.5422,0.4337,85.03,seam_grip
RIGHT,BACK,177.87,153.76,39.46,0.4483,0.3657,0.7017,0.5487,0.4311,84.28,seam_grip
RIGHT,BACK,162.86,151.63,68.26,0.3981,0.3138,0.635,0.5916,0.3899,81.06,seam_grip
RIGHT,BACK,164.19,154.11,48.6,0.3884,0.2889,0.6118,0.6026,0.4692,80.97,seam_grip
RIGHT,BACK,162.8,150.79,129.69,0.3764,0.3264,0.6437,0.6124,0.3514,79.65,seam_grip
RIGHT,BACK,172.3,161.17,79.15,0.5717,0.1334,0.7047,0.7911,0.3757,81.58,seam_grip
RIGHT,BACK,164.98,155.73,113.86,0.4401,0.2634,0.6756,0.6962,0.3227,79.59,seam_grip
RIGHT,BACK,159.17,146.43,95.71,0.3079,0.3744,0.6137,0.6014,0.2747,78.69,seam_grip
RIGHT,BACK,130.84,133.65,32.2,0.4469,0.0945,0.4164,0.3438,0.6279,83.73,seam_grip
RIGHT,BACK,127.27,134.79,36.25,0.3732,0.0481,0.4127,0.3625,0.6429,82.8,seam_grip
RIGHT,BACK,126.85,136.33,36.23,0.3913,0.0898,0.3517,0.3794,0.6789,81.81,seam_grip
RIGHT,BACK,30.82,15.46,1.84,0.2655,0.2566,0.0096,0.1717,0.5052,87.56,seam_grip
RIGHT,BACK,25.36,12.66,0.71,0.2404,0.2157,0.0274,0.1545,0.481,86.21,seam_grip
RIGHT,BACK,19.23,3.47,13.65,0.2205,0.1944,0.1364,0.1271,0.2846,84.33,seam_grip
RIGHT,BACK,15.6,1.23,18.42,0.1799,0.1486,0.1807,0.1329,0.1869,84.03,seam_grip
RIGHT,BACK,18.98,4.59,25.42,0.1045,0.1699,0.2044,0.2108,0.1874,83.07,seam_grip
RIGHT,BACK,20.76,6.79,21.47,0.1137,0.138,0.1806,0.1797,0.2069,82.62,seam_grip
RIGHT,BACK,19.41,4.43,26.03,0.1188,0.1375,0.1823,0.1861,0.1944,82.28,seam_grip
RIGHT,BACK,14.34,0.61,22.3,0.0466,0.145,0.1679,0.1578,0.2005,82.84,seam_grip
RIGHT,BACK,2.79,20.68,20.46,0.0915,0.2397,0.1805,0.278,0.4938,71.88,off_spin_grip
RIGHT,BACK,6.43,17.43,14.62,0.108,0.2564,0.2012,0.2742,0.4887,71.48,off_spin_grip
RIGHT,BACK,4.26,20.78,20.76,0.1553,0.2618,0.1158,0.2788,0.4873,73.35,off_spin_grip
RIGHT,BACK,4.48,24.5,24.04,0.1757,0.248,0.0724,0.3019,0.503,72.93,off_spin_grip
RIGHT,BACK,10.63,9.58,10.25,0.1195,0.2679,0.1805,0.284,0.5511,67.51,off_spin_grip
RIGHT,BACK,1.48,16.16,18.6,0.169,0.2696,0.117,0.3271,0.5943,67.63,off_spin_grip
RIGHT,BACK,98.75,46.86,33.31,0.1043,0.0008,0.1036,0.4858,0.7268,78.35,off_spin_grip
RIGHT,BACK,81.92,59.45,42.48,0.0991,0.0398,0.0756,0.4955,0.7357,80.01,off_spin_grip
RIGHT,BACK,113.66,74.86,49.68,0.2126,0.0547,0.169,0.4984,0.7368,80.35,off_spin_grip
RIGHT,BACK,3.29,13.03,15.27,0.1224,0.2769,0.1583,0.2291,0.4474,69.09,off_spin_grip
RIGHT,BACK,7.02,54.13,50.2,0.2081,0.2048,0.3742,0.1998,0.3655,71.61,off_spin_grip
RIGHT,BACK,18.69,56.61,65.48,0.0811,0.1235,0.1534,0.2271,0.3974,71.16,off_spin_grip
RIGHT,BACK,34.83,72.2,77.28,0.2056,0.2158,0.1788,0.239,0.4091,71.28,off_spin_grip
RIGHT,BACK,25.28,69.62,77.5,0.1427,0.1911,0.2026,0.2166,0.3808,70.66,off_spin_grip
RIGHT,BACK,27.1,68.16,74.69,0.1309,0.1587,0.1455,0.2315,0.4031,70.73,off_spin_grip
RIGHT,BACK,25.6,70.63,80.09,0.1435,0.1407,0.2091,0.2318,0.4006,71.2,off_spin_grip
RIGHT,BACK,22.06,63.57,75.15,0.1192,0.1446,0.1795,0.2366,0.4143,70.63,off_spin_grip
RIGHT,BACK,18.84,64.42,100.55,0.1042,0.2404,0.1695,0.129,0.3142,72.14,off_spin_grip
RIGHT,BACK,65.64,60.42,62.34,0.2683,0.1201,0.286,0.2966,0.4542,80.19,off_spin_grip
RIGHT,BACK,11.88,18.29,10.48,0.1919,0.2473,0.0779,0.2525,0.4384,77.97,off_spin_grip
RIGHT,BACK,23.38,35.75,36.43,0.2245,0.261,0.1191,0.274,0.4528,77.33,off_spin_grip
RIGHT,BACK,32.41,42.32,39.89,0.184,0.1931,0.2069,0.2773,0.4488,77.92,off_spin_grip
RIGHT,BACK,32.89,37.71,31.49,0.3047,0.4137,0.3236,0.1748,0.3469,77.68,off_spin_grip
RIGHT,BACK,96.97,79.8,53.66,0.1636,0.0656,0.2081,0.4534,0.645,76.52,off_spin_grip
RIGHT,BACK,36.63,20.04,3.86,0.1436,0.134,0.0533,0.3891,0.6497,81.27,off_spin_grip
RIGHT,BACK,37.1,23.79,10.93,0.1424,0.1525,0.0812,0.4514,0.7025,83.61,off_spin_grip
RIGHT,BACK,113.58,69.65,0.76,0.1595,0.1179,0.2131,0.3456,0.5705,84.71,off_spin_grip
RIGHT,BACK,146.63,136.42,18.36,0.2722,0.0908,0.2954,0.3248,0.5026,83.87,off_spin_grip
RIGHT,BACK,151.69,135.6,17.93,0.3057,0.1013,0.3431,0.3296,0.5025,84.87,off_spin_grip
RIGHT,BACK,161.12,132.35,10.52,0.2823,0.1351,0.3419,0.3161,0.5131,84.34,off_spin_grip
RIGHT,BACK,77.81,35.9,18.2,0.0877,0.0304,0.0894,0.386,0.6475,87.04,off_spin_grip
RIGHT,BACK,22.67,13.88,2.44,0.1219,0.1244,0.0042,0.3793,0.6251,82.57,off_spin_grip
RIGHT,BACK,21.82,17.17,6.76,0.1574,0.1974,0.1925,0.3753,0.614,83.79,off_spin_grip
RIGHT,BACK,24.24,17.94,6.56,0.1535,0.2173,0.1707,0.3671,0.6004,83.85,off_spin_grip
RIGHT,BACK,32.53,20.37,11.09,0.1086,0.1102,0.0024,0.4162,0.661,84.1,off_spin_grip
RIGHT,BACK,17.81,9.76,2.88,0.1249,0.1834,0.1231,0.3279,0.5703,82.82,off_spin_grip
RIGHT,BACK,13.41,9.66,1.49,0.0887,0.1612,0.0952,0.3192,0.5595,83.29,off_spin_grip
RIGHT,BACK,22.56,12.11,1.73,0.1287,0.1885,0.1448,0.318,0.5652,83.36,off_spin_grip
RIGHT,BACK,16.6,11.83,0.35,0.0907,0.144,0.0892,0.3571,0.6068,83.6,off_spin_grip
RIGHT,BACK,16.8,9.66,3.52,0.1005,0.1431,0.0445,0.3905,0.6529,83.42,off_spin_grip
RIGHT,BACK,139.41,42.97,56.67,0.2971,0.3473,0.3771,0.1623,0.4538,72.2,off_spin_grip
RIGHT,BACK,136.26,40.42,52.61,0.2782,0.3373,0.3763,0.1736,0.4733,72.17,off_spin_grip
RIGHT,BACK,129.34,38.89,50.72,0.2794,0.3402,0.36,0.1893,0.4934,72.12,off_spin_grip
RIGHT,BACK,127.59,42.35,56.42,0.2578,0.3301,0.3327,0.1743,0.4711,71.75,off_spin_grip
RIGHT,BACK,129.51,41.61,56.31,0.2782,0.3309,0.3517,0.1819,0.4775,71.85,off_spin_grip
RIGHT,BACK,131.14,39.49,53.82,0.275,0.3361,0.3477,0.1841,0.4853,72.04,off_spin_grip
RIGHT,BACK,135.27,36.53,49.16,0.2863,0.3221,0.3579,0.202,0.4993,72.48,off_spin_grip
RIGHT,BACK,134.95,37.41,50.66,0.2896,0.3321,0.3594,0.2038,0.5023,72.27,off_spin_grip
RIGHT,BACK,129.97,37.96,51.38,0.2732,0.3239,0.3408,0.1955,0.4906,72.39,off_spin_grip
RIGHT,BACK,129.22,40.04,53.77,0.2806,0.3357,0.3442,0.1847,0.4781,72.07,off_spin_grip
RIGHT,BACK,159.21,33.55,50.63,0.4834,0.3638,0.4318,0.2395,0.4652,77.44,off_spin_grip
RIGHT,BACK,153.01,27.13,43.04,0.4711,0.3643,0.4022,0.2691,0.5047,77.62,off_spin_grip
RIGHT,BACK,150.27,27.74,43.59,0.4168,0.3281,0.4004,0.2563,0.4957,77.72,off_spin_grip
RIGHT,BACK,150.3,24.16,37.75,0.4325,0.322,0.4001,0.2722,0.5095,77.72,off_spin_grip
RIGHT,BACK,156.42,24.14,38.51,0.4477,0.3246,0.4322,0.2602,0.4992,78.3,off_spin_grip
RIGHT,BACK,153.49,20.92,38.07,0.4336,0.3252,0.4118,0.2744,0.5026,78.9,off_spin_grip
RIGHT,BACK,156.73,20.68,36.36,0.4322,0.3144,0.4194,0.2741,0.5108,78.68,off_spin_grip
RIGHT,BACK,153.03,19.26,35.57,0.3995,0.2967,0.403,0.2729,0.5057,78.6,off_spin_grip
RIGHT,BACK,151.18,22.82,38.91,0.382,0.2806,0.4107,0.2625,0.4947,78.77,off_spin_grip
RIGHT,BACK,155.6,21.44,36.61,0.405,0.2865,0.4218,0.2653,0.5044,78.92,off_spin_grip
RIGHT,BACK,118.42,7.89,8.05,0.2818,0.2315,0.2858,0.346,0.5483,81.44,off_spin_grip
RIGHT,BACK,136.32,8.98,5.94,0.2612,0.2095,0.2898,0.3494,0.5582,81.49,off_spin_grip
RIGHT,BACK,80.17,11.24,4.18,0.2473,0.2175,0.2699,0.3689,0.5702,81.76,off_spin_grip
RIGHT,BACK,102.28,10.39,1.07,0.2523,0.222,0.2921,0.3554,0.5742,82.06,off_spin_grip
RIGHT,BACK,152.9,4.48,7.26,0.2468,0.2075,0.295,0.3331,0.5579,80.15,off_spin_grip
RIGHT,BACK,32.76,4.43,10.11,0.1796,0.1757,0.19,0.3416,0.5515,79.59,off_spin_grip
RIGHT,BACK,40.76,3.68,9.49,0.2249,0.1934,0.2361,0.3321,0.5473,79.61,off_spin_grip
RIGHT,BACK,26.85,5.24,6.76,0.171,0.1779,0.1935,0.3379,0.5555,79.94,off_spin_grip
RIGHT,BACK,22.41,2.76,11.32,0.1728,0.1824,0.2046,0.321,0.5355,79.32,off_spin_grip
RIGHT,BACK,95.73,4.94,7.2,0.2423,0.1848,0.2713,0.3308,0.5529,79.34,off_spin_grip
RIGHT,BACK,30.52,8.61,3.4,0.2017,0.192,0.1785,0.3431,0.5555,80.31,off_spin_grip
RIGHT,BACK,47.57,5.78,5.83,0.2279,0.1956,0.2676,0.3197,0.5369,79.54,off_spin_grip
RIGHT,BACK,30.49,4.39,7.44,0.1995,0.1871,0.242,0.322,0.539,79.69,off_spin_grip
RIGHT,BACK,32.59,8.55,4.64,0.1604,0.1616,0.1594,0.3538,0.5616,79.9,off_spin_grip
RIGHT,BACK,39.82,6.51,7.55,0.1944,0.1786,0.2228,0.3294,0.5352,79.25,off_spin_grip
RIGHT,BACK,33.29,6.45,6.73,0.1803,0.1752,0.2007,0.3284,0.5411,79.51,off_spin_grip
RIGHT,BACK,48.62,8.87,4.4,0.2072,0.1889,0.2454,0.3293,0.5351,79.98,off_spin_grip
RIGHT,BACK,82.16,8.87,4.16,0.2182,0.1871,0.2787,0.3305,0.5414,80.16,off_spin_grip
RIGHT,BACK,37.84,7.88,3.18,0.2098,0.1895,0.2279,0.3353,0.5532,80.12,off_spin_grip
RIGHT,BACK,32.4,5.0,7.46,0.2005,0.1754,0.2393,0.3287,0.5441,79.33,off_spin_grip
RIGHT,BACK,158.68,19.08,35.3,0.347,0.2671,0.4202,0.2702,0.5174,73.66,off_spin_grip
RIGHT,BACK,158.88,21.27,37.17,0.3411,0.2657,0.41,0.2598,0.5117,73.34,off_spin_grip
RIGHT,BACK,156.58,14.55,30.31,0.327,0.2625,0.4137,0.2859,0.531,73.72,off_spin_grip
RIGHT,BACK,152.33,14.73,29.1,0.3044,0.2515,0.3806,0.289,0.5396,74.0,off_spin_grip
RIGHT,BACK,138.05,11.62,27.44,0.2952,0.261,0.3492,0.3044,0.5533,73.43,off_spin_grip
RIGHT,BACK,138.26,14.72,28.63,0.3013,0.2642,0.3561,0.2756,0.5245,73.44,off_spin_grip
RIGHT,BACK,133.37,10.13,26.04,0.2805,0.2609,0.3356,0.2952,0.5387,73.51,off_spin_grip
RIGHT,BACK,149.15,7.35,22.82,0.305,0.2498,0.362,0.304,0.5408,74.15,off_spin_grip
RIGHT,BACK,129.5,13.33,28.17,0.2825,0.2588,0.3584,0.2656,0.5136,73.95,off_spin_grip
RIGHT,BACK,121.57,13.49,29.07,0.2716,0.2481,0.3258,0.282,0.5295,73.64,off_spin_grip
RIGHT,BACK,118.19,13.83,28.48,0.2654,0.2565,0.3364,0.2715,0.5214,73.5,off_spin_grip
RIGHT,BACK,67.03,10.92,25.68,0.2372,0.2415,0.2741,0.2936,0.5479,73.87,off_spin_grip
RIGHT,BACK,84.69,16.41,31.7,0.2156,0.2419,0.2939,0.2626,0.517,73.59,off_spin_grip
RIGHT,BACK,93.89,8.34,22.16,0.2624,0.2398,0.2957,0.3005,0.5545,74.18,off_spin_grip
RIGHT,BACK,119.2,4.02,18.72,0.286,0.2583,0.3298,0.3046,0.5447,74.48,off_spin_grip
RIGHT,BACK,147.62,8.45,24.07,0.2859,0.2615,0.4062,0.2734,0.5122,74.28,off_spin_grip
RIGHT,BACK,153.65,9.45,23.34,0.3151,0.2681,0.4169,0.2731,0.5139,74.26,off_spin_grip
RIGHT,BACK,148.01,10.43,24.31,0.2928,0.2543,0.368,0.2755,0.5184,74.17,off_spin_grip
RIGHT,BACK,154.74,4.37,19.2,0.296,0.2611,0.408,0.2982,0.5326,74.49,off_spin_grip
RIGHT,BACK,98.57,3.98,18.36,0.2513,0.2589,0.3487,0.2722,0.515,74.82,off_spin_grip
RIGHT,BACK,73.82,6.87,22.02,0.1555,0.2056,0.2685,0.2885,0.5267,72.5,off_spin_grip
RIGHT,BACK,139.24,5.07,21.89,0.195,0.2267,0.3445,0.2818,0.5118,72.19,off_spin_grip
RIGHT,BACK,82.12,2.17,18.34,0.1683,0.2455,0.315,0.2722,0.4998,73.07,off_spin_grip
RIGHT,BACK,150.95,0.92,15.29,0.2491,0.2515,0.3831,0.2789,0.4995,72.84,off_spin_grip
RIGHT,BACK,161.1,5.52,10.48,0.2706,0.214,0.359,0.3244,0.5473,73.81,off_spin_grip
RIGHT,BACK,144.94,2.96,10.91,0.2249,0.2324,0.3599,0.2753,0.5043,73.75,off_spin_grip
RIGHT,BACK,160.26,5.42,9.72,0.2617,0.234,0.3795,0.2889,0.5128,73.97,off_spin_grip
RIGHT,BACK,146.98,3.62,18.56,0.2329,0.2375,0.3435,0.2812,0.5241,72.67,off_spin_grip
RIGHT,BACK,155.2,3.25,12.17,0.2591,0.2321,0.3979,0.2863,0.5109,73.7,off_spin_grip
RIGHT,BACK,92.98,4.11,8.76,0.1739,0.2187,0.3089,0.2802,0.5122,73.88,off_spin_grip
RIGHT,BACK,81.62,51.6,37.35,0.2055,0.112,0.1398,0.4483,0.636,81.82,off_spin_grip
RIGHT,BACK,82.35,52.62,38.24,0.2166,0.1336,0.1417,0.4519,0.636,81.96,off_spin_grip
RIGHT,BACK,83.47,50.26,36.42,0.2027,0.1153,0.126,0.4573,0.6423,82.43,off_spin_grip
RIGHT,BACK,75.1,43.75,32.0,0.1864,0.1618,0.1647,0.4457,0.6333,81.15,off_spin_grip
RIGHT,BACK,74.27,48.29,36.3,0.2032,0.154,0.1264,0.4568,0.6406,81.9,off_spin_grip
RIGHT,BACK,77.64,48.09,35.3,0.1859,0.1208,0.1483,0.4488,0.6356,82.03,off_spin_grip
RIGHT,BACK,78.42,49.24,36.88,0.2153,0.1614,0.1406,0.4465,0.635,82.38,off_spin_grip
RIGHT,BACK,113.93,90.92,49.16,0.1632,0.0496,0.1404,0.4477,0.7126,89.12,off_spin_grip
RIGHT,BACK,109.98,88.07,47.7,0.1706,0.058,0.1422,0.4468,0.7145,89.23,off_spin_grip
RIGHT,BACK,111.54,92.39,49.53,0.1799,0.0682,0.1537,0.439,0.7135,89.74,off_spin_grip
RIGHT,BACK,119.39,76.61,46.31,0.1888,0.0382,0.1986,0.4431,0.6875,89.49,off_spin_grip
RIGHT,BACK,119.58,77.12,45.52,0.1854,0.0455,0.2029,0.4406,0.6809,88.53,off_spin_grip
RIGHT,BACK,138.01,143.63,59.08,0.2968,0.1488,0.4433,0.3547,0.5871,80.97,off_spin_grip
RIGHT,BACK,138.96,142.72,60.76,0.3252,0.1454,0.4459,0.3646,0.5869,80.93,off_spin_grip
RIGHT,BACK,140.6,143.95,60.56,0.3118,0.1616,0.4387,0.3639,0.5883,80.63,off_spin_grip
RIGHT,BACK,138.84,138.97,61.72,0.3089,0.1479,0.434,0.3605,0.59,81.03,off_spin_grip
RIGHT,BACK,139.17,140.75,61.83,0.3057,0.1707,0.4485,0.3592,0.5913,80.55,off_spin_grip
RIGHT,BACK,139.06,141.95,60.37,0.2954,0.1771,0.4306,0.3417,0.5704,80.98,off_spin_grip
RIGHT,BACK,139.91,141.55,60.0,0.2794,0.162,0.4261,0.3466,0.5724,80.92,off_spin_grip
RIGHT,BACK,138.38,144.16,59.91,0.2974,0.1471,0.4117,0.3374,0.5742,81.61,off_spin_grip
RIGHT,BACK,137.57,144.18,60.84,0.2813,0.1538,0.4079,0.3373,0.5679,81.06,off_spin_grip
RIGHT,BACK,139.27,144.4,62.15,0.3031,0.1635,0.4298,0.339,0.5792,80.82,off_spin_grip
RIGHT,BACK,139.88,144.41,62.04,0.3102,0.1637,0.4345,0.338,0.5797,80.9,off_spin_grip
RIGHT,BACK,140.03,145.63,62.03,0.2946,0.1588,0.4304,0.3367,0.5585,80.98,off_spin_grip
RIGHT,BACK,118.68,118.68,57.23,0.2481,0.0978,0.241,0.4274,0.6621,85.11,off_spin_grip
RIGHT,BACK,120.87,112.79,57.02,0.2776,0.099,0.258,0.4163,0.6531,84.97,off_spin_grip
RIGHT,BACK,122.48,118.39,58.47,0.2799,0.104,0.2534,0.4221,0.6683,84.71,off_spin_grip
RIGHT,BACK,32.97,20.08,13.98,0.212,0.2648,0.0694,0.4235,0.6503,88.92,off_spin_grip
RIGHT,BACK,37.41,20.68,15.07,0.1866,0.1548,0.0604,0.4124,0.6279,89.6,off_spin_grip
RIGHT,BACK,113.32,22.5,44.72,0.4024,0.3014,0.3742,0.2519,0.4609,81.18,off_spin_grip
RIGHT,BACK,97.53,23.26,43.82,0.328,0.2634,0.3513,0.2371,0.4566,81.29,off_spin_grip
RIGHT,BACK,101.39,22.45,43.97,0.3351,0.2666,0.3649,0.2352,0.4437,81.41,off_spin_grip
RIGHT,BACK,74.63,23.49,42.02,0.279,0.2663,0.3037,0.2357,0.4586,81.38,off_spin_grip
RIGHT,BACK,75.47,19.52,39.61,0.319,0.2763,0.3206,0.2422,0.4577,81.8,off_spin_grip
RIGHT,BACK,23.08,28.32,48.55,0.1736,0.2171,0.0615,0.2188,0.4415,74.1,off_spin_grip
RIGHT,BACK,19.55,25.4,48.93,0.1708,0.2071,0.0522,0.2325,0.4577,74.59,off_spin_grip
RIGHT,BACK,19.71,25.1,45.4,0.1735,0.2193,0.0542,0.2122,0.4405,74.82,off_spin_grip
RIGHT,BACK,18.94,24.12,47.35,0.1754,0.2217,0.0514,0.229,0.4468,75.0,off_spin_grip
RIGHT,BACK,18.29,24.37,46.88,0.1828,0.2126,0.0643,0.2313,0.4389,75.21,off_spin_grip
RIGHT,BACK,18.04,24.96,46.1,0.1711,0.2141,0.0555,0.2183,0.4291,75.53,off_spin_grip
RIGHT,BACK,19.4,25.29,46.76,0.1501,0.2123,0.0643,0.221,0.4359,75.38,off_spin_grip
RIGHT,BACK,19.92,27.94,51.21,0.1654,0.2072,0.0589,0.2335,0.4435,75.18,off_spin_grip
RIGHT,BACK,19.22,24.17,48.81,0.174,0.2273,0.0618,0.2181,0.4253,75.27,off_spin_grip
RIGHT,BACK,21.38,29.1,52.21,0.1562,0.2333,0.0772,0.2078,0.4173,75.29,off_spin_grip
RIGHT,BACK,23.49,30.29,52.9,0.1617,0.2235,0.0676,0.2197,0.4371,74.8,off_spin_grip
RIGHT,BACK,95.05,29.62,25.01,0.3376,0.3678,0.2523,0.4502,0.7,75.36,off_spin_grip
RIGHT,BACK,84.0,28.36,23.91,0.3249,0.3269,0.2422,0.4324,0.6928,74.38,off_spin_grip
RIGHT,BACK,71.62,29.38,26.61,0.2891,0.3141,0.2266,0.425,0.6798,75.59,off_spin_grip
RIGHT,BACK,68.55,26.23,24.53,0.3116,0.3527,0.2257,0.4483,0.7127,75.38,off_spin_grip
RIGHT,BACK,69.85,27.31,24.1,0.2728,0.3067,0.2161,0.4242,0.6866,75.35,off_spin_grip
RIGHT,BACK,113.25,27.53,20.37,0.3306,0.3449,0.2766,0.3995,0.6644,75.21,off_spin_grip
RIGHT,BACK,80.45,29.7,25.1,0.3119,0.3355,0.246,0.4269,0.6847,75.51,off_spin_grip
RIGHT,BACK,102.23,30.21,25.57,0.3345,0.3339,0.2803,0.3912,0.6421,75.36,off_spin_grip
RIGHT,BACK,95.34,28.72,23.3,0.3113,0.3435,0.2751,0.4003,0.6509,75.96,off_spin_grip
RIGHT,BACK,113.38,30.59,26.79,0.3585,0.3438,0.2828,0.4075,0.6678,75.71,off_spin_grip
RIGHT,BACK,82.39,29.57,23.66,0.3068,0.3477,0.2657,0.3977,0.6623,75.53,off_spin_grip
RIGHT,BACK,98.88,33.37,26.46,0.3479,0.3325,0.2529,0.4173,0.6778,75.83,off_spin_grip
RIGHT,BACK,85.81,31.5,25.98,0.3365,0.3389,0.2503,0.424,0.6824,75.9,off_spin_grip
RIGHT,BACK,110.78,32.17,28.56,0.3533,0.338,0.2812,0.4113,0.6663,76.32,off_spin_grip
RIGHT,BACK,104.82,31.51,26.52,0.353,0.3467,0.299,0.4039,0.6606,76.54,off_spin_grip
RIGHT,BACK,116.0,31.71,26.7,0.3564,0.3628,0.3112,0.3937,0.6499,76.58,off_spin_grip
RIGHT,BACK,88.41,32.58,28.92,0.3355,0.3429,0.2938,0.4018,0.6614,76.2,off_spin_grip
RIGHT,BACK,99.18,30.81,26.8,0.3555,0.3225,0.2821,0.3981,0.6635,76.61,off_spin_grip
RIGHT,BACK,96.45,27.77,23.31,0.3274,0.3428,0.2976,0.4002,0.6597,76.16,off_spin_grip
RIGHT,BACK,78.44,28.35,24.6,0.315,0.3478,0.2723,0.4004,0.6606,76.29,off_spin_grip
